epoch,accuracy,loss,val_accuracy,val_loss
0,0.8531000018119812,0.338021457195282,0.9096500277519226,0.223348468542099
1,0.9089124798774719,0.2290644496679306,0.922249972820282,0.19982190430164337
2,0.8671125173568726,0.8860449194908142,0.76910001039505,0.4700849652290344
3,0.8888999819755554,0.2694481313228607,0.8894500136375427,0.2607973515987396
4,0.9103624820709229,0.22141963243484497,0.9162499904632568,0.21157844364643097
5,0.9252125024795532,0.18828077614307404,0.916700005531311,0.20563329756259918
6,0.9026250243186951,0.24404682219028473,0.9321500062942505,0.17723709344863892
7,0.9309499859809875,0.17728319764137268,0.9253000020980835,0.1821301430463791
8,0.9293375015258789,0.18204565346240997,0.9269000291824341,0.18381193280220032
9,0.9303125143051147,0.18561023473739624,0.9064499735832214,0.24400578439235687
10,0.9309250116348267,0.1780947893857956,0.9391499757766724,0.1536416858434677
11,0.9430249929428101,0.14643539488315582,0.9326500296592712,0.1811610609292984
12,0.94097501039505,0.15519051253795624,0.9487000107765198,0.13733810186386108
13,0.9534875154495239,0.120677649974823,0.9467999935150146,0.21384914219379425
14,0.9567750096321106,0.11322270333766937,0.9524499773979187,0.2191271185874939
15,0.9450874924659729,0.14446309208869934,0.9523500204086304,0.12466409057378769
16,0.9496374726295471,0.13264678418636322,0.9313499927520752,0.17713220417499542
17,0.9407250285148621,0.15864837169647217,0.9498999714851379,0.1348230391740799
18,0.9343000054359436,0.17680740356445312,0.9004499912261963,0.2748402953147888
19,0.883774995803833,0.9147899150848389,0.911899983882904,0.22188948094844818
20,0.8422250151634216,0.4078104794025421,0.5017499923706055,0.9417423605918884
